@relation		textmining-train

@attribute		description		string
@attribute		isBug			{0, 1}


@data
"Compiling java class with dependency on groovy class fails Java class cant resolve groovy class at compile time Attaching test application Please build with mvn clean install",0
"environment variable GRAILSOPT not documented The environment variable GRAILSOPT introduced in patch GRAILS5891 is not documented in User Guide for 122 ",1
"Plugin forum: Loop with Opera 1101 i get an odd request loop with Opera Some elements of the page are loaded overand over again This happens on two totally different systems but only with Opera Everyother browser works fine",1
"Recursive error handling protection Ive been burnt by this several times It would be relatively easy for us to detect when the error handling servlet is recursing and stop it",0
"Enable caching for GrailsViewResolver when GSP reloading is enabled in production wardeployed The current implementation disables caching in GrailsViewResolver if GSP reloading is enabledThere should be a cache with a expiration checking for each view if GSP reloading is enabled",0
"Useful to have css class on list generated by renderErrors tag It would be useful to have a default css class on the list generated by the renderErrors tag Patch included",0
"Referring to a nonexistent pageScope property should not throw an exception Referring to a pageScope property which does not exist should evaluate to null instead of throwing an exception",0
"Resolve Issue With Gant And ValueRecorder The gantgroovy17192jar jar that is currently in Grails has a dependency on orgcodehausgroovytransformpowerassertValueRecorder which does not exist in groovy180beta3",0
"Changes in inplaceplugins aint picked up in devruntime If you change domainclasses in inplace plugins the changes will be picked up only after restarting the container I remember a grailssaying: If a restart is needed in devmode it is a bug",0
"the doc build is failing because of a problem downloading archives from github I think this is the same problem that was causing GRAILS7100 and was remedied by upgrading to Gradle 09This is happening for the 13x and master branches",1
"Reskin scaffolding and default Sitemesh template using semantic markup  The plan is to make some changes to the markup and CSS of the scaffolding and default SiteMesh layout to provide a cleaner base markup",0
"Compile command does not use proxy setting The compile task must depend to the configureProxy task in GrailsCompilegroovy",1
"Update documentation on how the default configuration for dependency resolution looks like Section 37 in the documentation is slightly out of sync with grailscore",0
"Drop commons logging API and use the native SLF4J one All our code should use the SLF4J API natively rather than the Commons Logging adapter The log property for artifacts should be enhanced for the SLF4J API too",0
"Improve artifacts filtering operation Use original values instead of fill values when no valid pixels are found",0
"resultTransformer not mentioned in docs The criteria builder supports resultTransformer but it is not mentioned in the documentation",0
"War file should not include resources of excluded plugins War file should not include resources of excluded plugins",1
"Optimize performance for GrailsWebRequestFilterconfigureParameterCreationListeners YJP shows GrailsWebRequestFilterconfigureParameterCreationListeners as one of the most time consuming method calls 4 in my test",0
"Grails shell does not flush session on exit It should do this in case a user is using the shell to create some data in a persistent database It is also the behaviour of the console target",1
"Modulo Function Jody indicated that Martin would find a modulo function useful",0
"grailsmacrosxml references wrong groovyall jar file The file grailscoresrcgrailsgrailsmacrosxml still references groovyall160jar on line 71 and therefore the grails ant task does not work",1
"GroovyPagesTemplateEnginecreatePageMetaInfo javadoc mentions a nonexistent parameter In the javadoc for the createPageMetaInfo method in GroovyPagesTemplateEngine class there appears a lastModified param This parameter doesnt exist in the actual method signature and can be removed",1
"NullPointerException with AfterInterceptor in scaffolding template Adding an afterInterceptor to the scaffolding Controller creates NPE  See attached bugreport",0
"Grails Maven Plugin for Grails 124 does not exists There is no Grails Maven Plugin for the current Grails release 124This means that it is not possible to create a POM File with Maven",1
"AbstractGrailsMojo contains two unused private variables Im looking into AbstractGrailsMojo and found two private and unused fields: infoOutputStream and warnOutputStream; hope you wont find this too nitpicking ;",0
"installtemplates prompts whether to overwrite but overwrites regardless Found in 112 and still broken in 121",1
"Table names escaped with backticks generate invalid join table names See comments in GRAILS1426",1
"Update documentation to recommend using attr for custom GSP tags The documentation on creating custom GSP tags should mention the attr javadoc tag and how it can help IDEs determine what the available tag attributes are",0
"Add attr javadoc tag to core Grails GSP tags The core Grails GSP tags should all be documented with the attr annotation so that IDEs can pick up the available tag attributes",0
"Dynamic finders do not use custom table name mappings Dynamic finders do not appear to consider custom database table name mappings when generating SQL statements  Stack trace is attached",1
"grails 130 RC1 binary zip problem unzip l grails130RC1zip | grep macros    3475  031010 14:29   grails130RC1srcgrailsgrailsmacrosxml    3475  031010 14:29   grails130RC1srcgrailsgrailsmacrosxml",1
"Inline plugins not recognized in Grails 13 Inline plugins dont seem to be recognised properly in Grails 130M1 or current head from GitHubPlease see attached project:cd testprojectslolcatappgrails testapp",1
"bindData not working in WebFlowTestCase bindData does not work in tests derived from WebFlowTestCasePlease see attached example project  testFirstFlow fails because data are not bound correctly",1
"Duplicate entries in 130M1 zip distribution The 130M1 distribution zip has duplicate entries forbinstartGrailsbinstartGrailsbatsrcgrailsgrailsmacrosxmlThis causes warnings when unzipping using Windows builtin unzip",1
"Support hibernate event handlers such as beforeInsert in mockDomain Currently Hibernate event handlers are not supported in unit tests using mockDomain It should be reasonably straightforward to add support for this",0
"TH image background fix Need to add the following code in the maincss for scaffolded models :th         backgroundrepeat : repeatx;    backgroundposition:bottom left;    Better rendering of the th tag",1
"mockDomain should add an instanceOf method to the mocked domain class GORM decorates domain classes with an instanceOf method to get round problems doing a normal instanceof with Hibernate proxies Unfortunately this method isnt supported by MockUtilsmockDomain",0
"Support link fragment attribute in paginate tag When paginate is used on the bottom of long page user has to scroll down to the bottom every time he uses the paginateIt would be very useful to have support for fragment attribute in paginate tag",0
"Document Plugin Location Property The user guide should mention the grailspluginlocationpluginname options in BuildConfiggroovy",0
"Transients value is generated in the scaffolded view Transients value is generated in the scaffolded view ie creategsp which is unexpected Thanks for helping out",1
"CLONE Grails still flushes the session after an action completes when an exception is caught and not rethrown We should make the flush mode manual after a data access exception occurs",1
"Grails still flushes the session after an action completes when an exception is caught and not rethrown We should make the flush mode manual after a data access exception occurs",1
"ConfigurationHolderflatConfig does not contain all configuration values The value returned from ConfigurationHolderflatConfig contains properties defined in Configgroovy but not properties defined in external config files",1
"add grails listpluginupdates to reference documentation add the new script introduced in GRAILS5154 to the Grails reference documentation",0
"testapp does not honor https switch TestApp is not checking for https before calling runApp from GrailsRun",0
"Make GSP standalone Would be cool to make GSP standalone Eg in a native spring mvc applicationJust as GORM and Spring bean builder are also usable standalone",0
"i18n bundles from plugins Tag g:messages dont displays messages from pluginsSample attached",1
"Cant update plugin tags When trying to add tags to a plugin I get a very narrow text field and upon clicking Submit nothing happens Applies to both Safari and Firefox on OSX",1
"radioGroup tag doesnt support onclick event Grails radioGroup tag doesnt support onClick event while the radio tag does ",1
"wrong sitemesh version in grailswebflow grailswebflow 111 contains sitemesh 23 as dependency but Grails 111 uses 24 already",0
"grails integratewith textmate creates tmproj file with nonexistent entries grails integratewith textmate creates a tmproj file with $projectNamelaunch and buildxml entries although these files do no longer exist by default under 12RC2",1
"MockUtils does not respect autoTimestamp false mapping MockUtils will always try to assign new Date objects to dateCreatedlastUpdated properties even if autoTimestampfalse is specified in the mapping block",1
"sqlGroupProjection Implementation Currently Grails had implemented sqlRestriction in 12RC1  Hope Grails implement sqlGroupProjection also",0
"Support GORM operations during functional tests Functional tests do not run in a persistence context",0
"WARN  orgcodehausgroovygrailsormhibernatecfgGrailsDomainBinder   UserType not found  javalangClassNotFoundException: string While running the app using grails runapp the warn message with the exception details keeps printing continuously to the console as well as logs file",1
"Support non String types with the property override feature GrailsOverrideConfigurer extends PropertyOverrideConfigurer which only supports String values This doesnt make sense in the Grails context because it is sourcing the values from the app config",0
"Doc task does not add content to singlehtml page The generated file guideguidesinglehtml does not contain a TOC nor chapter dataAttached patch fixes this issue",1
"Support clean argument for grails testapp Since you cant docodegrails clean testappcodeIt would be very convenient to supportcodegrails testapp cleancodeTo force a clean to happen before running the tests",0
"Add build setting for source and test source location These need to be configurableAll of the references to these locations in the source need to be updated to use the setting",0
"Allow prompting for credentials for non https plugin repositories during releaseplugin Its quite conceivable for people to have authenticated repositories that dont do httpsAssuming that http is unprotected is bad",0
"InvocationContext on the serverside needs to use privileged block for getting TCCL For the release notes to record that the problem was fixed under JBAS6945",1
"parseArguments should be called earlier in the lifecycle The argsMap is not available to any Events before compileStartedIt would be great if other Events could access the argsMap as well",0
"GSIP 16  Security subsystem Land the security subsystem on ",1
"TextArea has defined width and height in css By default the css has a defined width and height in the css which causes the view to ignore any rows and cols setting on text areas",1
"Scaffolded create and edit forms should be a template  The forms in create and edit views are the same so in terms of DRY they should be placed in a template see attachment for modified templates based on the ones created by the i18ntemplates plugin",0
"Ivy DSL doesnt support qualifiers For example it is impossible to resolve jsonlib22jdk15 because the jdk15 qualifier is used",1
"Allow Integration Tests to be disabled The integration tests can be very slow to run due to needing the grails environment It would be good if there was a way to disable running the integration tests only when doing a mvn test",0
"messagesdaproperties I did the Danish translations for messagespropertiesInclude it if you want :",0
"old IANA code for Indonesia I found out that the old IANAdefined country code in is still used Nowadays its id",1
"Services should be ignored in scaffolding An into a domainclass injected service should be ignored in scaffolding",1
"Add Support For Passing Parameters To Named Criteria Named criteria should support parameterscodePublicationrecentPublicationsByPublisherApresscode",0
"Upgrade SVNKit to 130 SVNKit 120 is out and it supports svn 15You cant currently release plugins if you have svn 15 installed This would fix this",0
"Update prototype library to a newest version and move to plugin Prototype version 160 included in grails contains some bugs  please update at least to 162 version",0
"generateviews overwrites existing views without asking to overwrite generateall does warn and ask user to overwrite existing artifacts",1
"Plugin acegi compile errors under Grails 12M2 The acegi plugin no longer compiles under the 12M2 release  Error is SecurityAnnotationAttributesjava:25: package orgspringframeworkmetadata does not exist",1
"autoTimestamp does not work with dynamicUpdate basically the autoTimestamp does is not working when dynamicUpdate is turned oni had logSql turned on to ensure this",1
"Support For Named Criteria In GORM GORM should have support for named criteria",0
"GRAILS4377 closed prematurely Please refer to comment trail on GRAILS4377  you did not correctly address the issue",1
"rate on plugins break just tried to give a rating to a plugin on grailsorgPlugins  Rating isbeing saved stays forever on the screen without being applied",1
"Pluggable Grails test runner Make test runner customizable via command line parameter to enable IDEs to receive finegrained events about testsuite startfinish to present test results in a userfriendly way",0
"Javadoc warnings fix Attached a patch to fix the warnings",0
"initial releaseplugin does not import unit tests I just created a new plugin and the first releaseplugin which also imports source code did not imported my unit tests",1
"Update ehcache version bundled with grails There is a new version of ehcache that is supposed to be a lot quicker then the current version  The current version of ehcache in grails is 15 and the newest is 16 ",0
"DevelopmentShutdownHook does not work DevelopmentShutdownHook in Grails 111 does not implement ApplicationContextAware and will therefore not work at all The attached trivial patch fixes this",0
"Service injection in domain class not done in all cases Services seem to be injected in a domain class when the domain class instance is created but not when read from the database I think that worked in 103 but I cant downgrade my project to test it",1
"Typo in grails docs unit testing section the methods injected by Grails typically community with the databaseShould be communicate with",1
"Forward in a controller causes the before and after interceptors in the filters to be executed twice  Executing a forward inside a controller to another action is causing the filter before and after interceptors to be invoked twice Sample controller and the filter have been attached ",1
"beforeInsert being called on every update The beforeInsert closure is being executed on every update in the 11 releaseConcise testcase to follow shortly",1
"Make executeQuery method support cache parameter The executeQuery method doesnt support caching the query Please add support for caching queries created with DomainClassexecuteQuery",0
"Comments dont work on Screencasts Screen goes completely blank after comment",1
"Help link placed appriopriately should pop up a minimally formatted page in a new window with help informationPut at least in the edit menus",0
"Plugin names must be unique This also means the master list job needs to be updated to key only on name",1
"Cannot override environment in WAR mode Passing Dgrailsenv to a WAR doesnt override the environment the WAR was packaged for in 11RC2",1
"Interceptors not firing during flow similar to 1517 Bug came back in versions newer than 11RC1Attached in #1517 example reproduces the problem",1
"Broken link in scaffolding documentation A link in refPluginsscaffoldinggdoc refers to the i18n section instead of the scaffolding section",1
"The eventCompileStart handler gets called twice during integration tests phase The eventCompileStart handler gets called three times for grails testappOnce during compilation plus twice in the integration tests phase",0
"grails createapp test returns Application name not specified please enter: noformatgrails createapp testnoformatreturnsnoformatApplication name not specified please enter:noformat",1
"generate War  check need jar libs like ant and othes might not need in a war deployment please check for necessary libs Herrera",0
"Improve Error Messaging on Bad Syntax Itd be nice to have error messaging that made it clear what the issue was here",0
"submitButton and related button tags do not use encodeAsHTML on value and name attributes This means that it is possibly to accidentally allow value for namevalue that would blow the html   provide phishing exploits",1
"mockDomain does not implement readid method on domain classes The new readid method is not mocked by MockUtilsmockDomain",1
"Views cannot be resolved from inplace plugins GrailsViewResolver doesnt search inplace plugins for views",1
"Missing Users Guide in distribution It would be nice to have all the docs included in each distribution to be able to work offline And also the pdf version of them to be able to search them",1
"please add readline support for interactive mode It would be useful to have command history and editing à la readline in interactive mode",0
"provide Native Sql like executeQuery provide a NativeSql  method ",0
"Reverse URL mappings fail if any parameter values contain $ See the fix for more details : Brain too shot to write anything sensible",1
"upgrade prototype version to 1603 upgrade prototype version to 1603 now is using prototype 160Herrera",0
"the lang request parameter may not be working It looks like the lang request parameter isnt being respected  ",1
"TagLibUnitTestCase should have pageScope TagLibUnitTestCase does not have a variable for pageScope",0
"Scaffolding and Composite Primary Keys Scaffolding of domain classes containing a composite primary key does not work The the controller currently only works with simple integer primary keys",1
"XStream error when upgrading from version 104 the attached unit test works under grails 104 but gives an error  in xstream when run in 11beta1",1
"GORM for a collection of Integers does not work by default without specifying the join table Attached a sample app; nothing will be created in the DB for ShipnumbersThe current test pass only because the join table is explicitely specified",1
"Wiki: save date and comment to have better information about changes Currently Grails wiki save only the revision number but not the date and it doesnt allow to enter a comment to document the changes Both features were available in old Confluence wiki",0
"Docs do not say what the default cascade settings are in GORM The section on cascading does not indicate which is the default setting",1
"Check for existing method before overriding asType method in the Converters Plugin the dynamic asType method should not get applied to classes which have one statically defined",1
"XMLparseString treats the parameter as a URL instead of a String containing some XML XmlSlurperparseText should be called instead of XmlSlurperparse",1
"MockUtilsmockDomain does not work when using UUID When using String UUID generation for Domain Ids we can not make use of the testing frameworkThe problem is MockUtils coverts ids to integer values  so we get a NumberFormatException",0
"Mock delete method doesnt remove item from list of tests instances The mocked delete method doesnt actually remove an object from the list of test instances  patch attached",0
"Grailsdocs does not mention events properties for domain classes in reference TOC  eg beforeUpdate is not listed in the left TOC nav",1
"GrailsDomainClassgetPersistentProperties should not include transients from a superclass DefaultGrailsDomainClassPropertygetTransients a private method is broken because it doesnt recursively walk up the class hierarchy to get all transients",1
"Pluggable webcontainer Enable plungins to hookin into RunApp semantics or replace RunApps implementation entirely to replace Grails default webcontainer jetty with some other engine",0
"Plugins with hyphen separate separated names like foobar throw NPE when installing Error is: Cannot get dependencyNames on null object",1
"Codecs Are Not Reloaded In Development Mode Changes made to a dynamic codec are not reflected in the app until the app is restarted",1
"Upgrade SVNKit to 120 SVNKit 120 is out and it supports svn 15You cant currently release plugins if you have svn 15 installed This would fix this",0
"grailsmacrosxml contains a reference to a SNAPSHOT jar The grailsmacrosxml contains a reference to grailscli103SNAPSHOTjar which should be grailscli103jar",1
"Add support for converting the Spring Errors object In order to marshall errors to REST clients",0
"Create source zip files for JARs in distribution Also generate Eclipse project files where these source files are attached to Grails JAR files",0
"No way to handle exceptions that occur in transition actions Currently there is no way to handle exceptions thrown from transition actions forcing developers to use a work around for triggering an event that then executes an action state",0
"Wiki images on RichUIs plugin page are not displayed Uploaded images on RichUIs plugin page are not displayed although uploading seems to work",1
"Attribute params is not documented for remoteLink tag The attributes section for the remoteLink tag does not contain the params attribute",1
"please update Gant version Gant 12 includes support for Ivy 20beta It would be useful if the included Gant could be updated",0
"New Filter Type: onExceptionexception A way to trap specific exception in filterUseful for instrumentation style filters",0
"grailsConsole: provide table views to the database It could provide table views to the database",0
"Upgrade version of ehcache bundles with Grails The current version of ehcache bundled with Grails is pretty old 12  released 2006 It would be great to get this upgraded to a more recent release",0
"Date type property in command object doesnt work Heres a simple command objectclass Cmd     Date birthDayThe property birthDay cant be autopopulatedAttachment please find the testcaseThanks!",1
"Release Notes on website result in 404 Clicking on the Release Notes link from the grailsorg Homepage results in a 404 error",1
"Wiki uploading images doesnt work Uploading an image results in Error uploading file! ",1
"Support Confluences tag for a monospaced font Support Confluences inline monospaced font tag:noformatTexttexttext some inline monospaced text texttexttextnoformat",0
"Web Flow upgrade Upgrade Web Flow version to 201 release Its seems to be very stableNote: its also require to upgrade Spring to version 254 or above",0
"Password field is not required for user registration Users can register without filling the passwordconfirm password fields",1
"Docs do not mention use of command objects in data binding section of Web Flows This is a pretty serious omission as command objects ROCK in flows and its implemented",0
"Support all DOM events in remoteField The remoteField tag always uses the onKeyUp but other events are relevant as well like onBlur etcAdd an attribute eventHandler the remoteField to support different events",0
"Domain classes with invalid names according to the database fail silently and the pplication still starts With a domain class:class AttendanceArchive     Date from    Date to    Document document    Department department",1
"add target createfilter It would be consequent to add the target grails createfilter to create filters",0
"g:each only works with singledigit upper bound ranges g:each stopped iterating when the max value of a range exceeded 9 Ive attached a very simple repro case from a new grails project Simply change max to 10 to see the grid shrink from 9x9 to 2x2",1
"Add generateddl script It would be great to have a grails generateddl command line option to output the database schema for all of the persistent classes in a grails application  ",0
"Can the tablePerSubclass mapping definition be extended to allow table per concrete class Be nice to not have to map table per concrete class by resorting to Hibernate XML files",0
"update form tag documentation Added some examples to the form tag documentation that call out the name attribute and how it works",0
"Update examples for select taglib In the attached patch I added an example to the Select tag lib documentation that shows how you can use null as the key for a map passed to the noSelection attribute of the tag ",1
"Implement class loader isolation of plugins so plugin JARs dont conflict This will come into consideration when we discuss integration with OSGi",0
"bad entity id of derivedclass from Hibernate post event  Please confirm appended sample Project ",1
"test of action that directly renders output text no gsp causes an NPE Testing a controller action that renders text directly fails to be testable  It throws a NullPointerException even though its valid grails",1
"grailsorg website does not render correctly in IE7 The gray sidebar covers up text in the body of the page See attached file",1
"Tag remotePaginate and remoteSortableColumn It could be good idea do an Ajax version of paginate tag to make ajax paginated list  and the same for sortableColumn tag",0
"transients are missing in the reference documentation A description of transients is missing in the reference documentation",0
"Make default generated Configgroovy include setting for serverURL Just to show people its there",0
"update hibernateannotations to 33 Grails is using hibernateannotations 321gaThe current version of hibernateannotations is 330ga",1
"generatecontroller  generateviews do not place artifacts in packages For example when I rungrails generatecontroller pDC I expect the controller to be put in package p  which happens for createcontroller BTWSame with views",1
"Custom validators are not allowed to returned a GString An exception is thrown if a custom validator returns a GString rather than a String see ValidatorConstraint class",1
"Transforming of configsettings for log4j to log4jproperties doesnt work correctly A configuration like this does work:log4j ",1
"Plugin participation in was packaging Currently plugins cannot participate in the war packaging processThis would be a nice feature for eg the Flex plugin During packaging all Flex sources could be compile to a swf file",0
"Add reference to installtemplates in Scaffolding chapter Ive added a short line about the installtemplates feature in this existing chapter",0
"Filters in packages are not reloaded The watched resources setting for the Filters plugin assumes that filters are in the default package",1
"grailsorg homepage is not rendered correctly grailsorg homepage is not rendered correctly",1
"Add restrictions of HQL query methods Please add the restrictions of the query methods I tried to use findAll with a select statement which did not work",0
"Support native look and feel in the GroovyConsole The GroovyConsole is rendered with Swing look and feel The console of a separate Groovy installation uses nativ look and feel under linux",0
"Allow configuration of Hibernate NamingStrategy ImprovedNamingStrategy is created as a PSF in GrailsDomainBinder It would be really nice if this was configurable",0
"docs: Broken link in Sec 81 added an alias and changed the name of another",1
"add transient property in domain class these transient properties of domain class needt  map to fields of database table  These properties can be used to store query criteria when commit a query from page to controller",0
"remoteFunction passes params in both URL and as parameters to AjaxUpdater prototype This is the root cause behind GRAILS2045",1
"grails installdojo is not depending on configureProxy task Just put the dependency on configureProxy in the script",1
"installplugin is broken due to plugin jars not being on classpath due to change to remove duplicates Currently in SVN head installplugin fails with compile errors if you run it a second time it works fine because then the jars get onto the classpath correctly",1
"dynamic finders only work with 2 fields maximum  this should be documented you cant dofindByNameAndCodeAndStatebecause dynamic finders only work to a maximum of 2 fieldsIt shold be documented or modified",1
"command list incomplete in reference documentation The following two commands are not documented in the reference documentation: init packageplugins not packagepluginBoth are listed by:$ grails help",1
"g:validate ignores matches constraint The keySet of ValidationTagLibCONSTRAINTTYPEMAP contains match instead of matches",1
"JSP Pages are not automatically reloaded after changes JSP Pages are not automatically reloaded after changes You have to restart the jetty to see any changes you made to a jsp page",1
"Downloads doesnt work The binary downloads doesnt work in the web site",1
"commands help not available from command line If you ask for help for a specific command from the command line and very long exception is thrownIt seems that the scriptshelp folder is missing altogether",1
"RC2 up to 7x slower than RC1 This is a much simplified example of the sort of thing I am doing This example is just a bit more than 2x slower on RC2 than RC1",1
"Proofreading corrections for chapter 8 Services A set of typo and grammar fixes for chapter 8 sessions of the manual No actual content changes or additions Most are simply comma insertions to disambiguate sentence clauses",0
"Thai localisation Error messages for Thai language messagesthproperties",0
"Typo in Data Binding section Patch attached Creating a patch for a typo seems such overkill",0
"minSize constraint reference example code is incorrect says maxSize The code example on the reference for the minSize constraint is incorrect  it shows maxSize",1
"TagLib reloading is broken I have to restart the application for TagLib changes to be loadedBut Controllers and Services reloading does work",1
"Rolling issue: Add additional messageproperties for other languages  Add out of the box additional language files containing default messages ",0
"Change stacktrace filtering to use Config property instead of VM property grailsfullstacktrace to enable bypass Not critical for 10 imo",0
"Association property with nullable:false constraint is generated as nullable in the database Association property with nullable:false constraint is generated as nullable in the database It should be generated as not nullable",1
"Service Changes Are Not Reloaded In Development Mode Changes made to a grails service are not reflected in the app until the app is restartedSee attached text file for more information about what exception is being thrown:    ",1
"grails createdomainclass mypackageDomainClass doesnt work Instead of a class DomainClass created in mypackage a class named MyPackageDomainClass is created",1
"Clean up and clarify plugin mechanisms There are a range of issues with the plugin packaging that need to be improved",0
"URLCodec not available in Services I used URLCodec in a service in grailsappservices Now its not availableI get groovylangMissingPropertyException: No such property: URLCodec for class:XXXXXXService",1
"grails upgrade shouldnt overwrite buildxml Overwriting buildxml in Upgrade is inconvenient for anyone who actually uses buildxml and keeps uptodate with Grails versions",1
"Xfire plugin does not work anymore A grails 06 application uses the xfire 061 plugin to expose a SOAP web service This service does not run if the same application is moved to grails 10 RC1",1
"StackOverflowError after updating to 10RC1SNAPSHOT revision 5503 from 06 My webapp includes the acegiplugin and worked fine on 06 and 10RC1 revision 5398 The problem happend after I updated to 10RC1 revision 5503 and tried to logged in The trace is attached",1
"Unable compile java files referencing jars include in lib When java files in srcjava reference jar files in lib folder compilation errors are thrown during runappI have attached output from grails bugreport",1
"pluginContextPath mechanism broken in WAR mode Since we precompile everything and no resources are shipped with the WARs now the mechanism to establish the pluginContextPath needs to be changed somehow",1
"Validations errors do not show up in Scaffolded views Validation errors the model is validated do not show up in the scaffolded views ",1
"grails clean should delete test reports This is annoying when you delete test classesAnd its really easy :patch attached",0
"Add unit tests for ValidationTagLib! Ooops slipped through the net this one",0
"grails createapp breaks with StringIndexOutOfBoundsException grails createapp breaks with StringIndexOutOfBoundsExceptionThe complete output is attached",1
"Assign blank value as Null to a nullable domain class attribute null should be assign to a domain attribute when it is nullable from a blank user input",0
"MissingPropertyException if controller extends nonabstract parent controller If a controller extends a parent controller that is not abstract a missing property exception is thrown No such property errors",1
"Services and other artefacts suspected do not have access to dynamic log property during unit tests This makes unit testing painful as you have to write around the missing dynamic log to avoid runtime errors",1
"TestAppgroovy script should delete previous test reports TestAppgroovy doesnt delete the test reports that are existing from a previous test run This is a problem if you delete or rename a test as it will leave the old stale test report sitting there",0
"Regression: Error pages require layout with same name as controller If you get an error rendering a view say a problem in a taglib the error page will fail to render if you do not have a layout with the same name as the controller that was rendering the view",1
"Add platformindependent SVN support to Grails It would be greate to have SVN support in Grails which can be implemented with some Java SVN library SVNKit maybeThis is a root issue for several subtasks",0
"Add full support for configuration via convention of Hibernate 2nd level caching and staleness control  This is really needed badly as our sites are hitting the database all the time even for relatively static data",0
"g:richTextEditor does no longer work Seems to be due to missing javascript encoding Worked in 042",1
"Update Spring Framework It would be good to upgrade the spring framework to version 204 Some bugs are fixed in that release",0
"Update versions of included Protoype and Scriptaculous libraries Its worth updating the included Prototype library to 151 and the included Scriptaculous library to 171 once the final release is ready",0
"Stop returning proxies from criteria results its annoying and confusing",0
"WMS 13 support Support for WMS 13 Implement the protocol",0
"orggeotoolsstylingfill#DEFAULT defines bad colors AWT instead of HTML encoded I attach the patch that fixes this trivial bug :",1
"XXXDialectEpsgFactory instances from FactoryUsingXXXSQL Once again several modules are effected ",0
"GrailsRuntimeConfiguratorTests fails on Linux  Building grails fails on linux with a MissingPropertyException from orgcodehausgroovygrailscommonsspringGrailsRuntimeConfiguratorTests See attached error file",1
"Add caching meta class to Grails and make TagLibMetaClass use it for performance increase Attached code tweaks to TagLibMetaClass required to function correctly with the caching meta class",0
"Codecs perform badly because of lookups for codec class  method The codecs plugin impl looks up codec classes for every call even though in nondevelopment environments there is no needFix attached NOTE fix is for version 042 please diff with 05 and merge",0
"RenderTagLibTests fails with JDK 6 Most of the tests in RenderTagLibTestsgroovy fail because they rely on a specific ordering of elements in a HashMap The attached patch makes sure that the iteration order of elements is immaterial",1
"Improve unit tests for validation constraints  Need to improve unit tests for all validation constraints to make them check error message codes and arguments",0
"When there is no appversion property in applicationproperties WARfile with wrong name is generated There is a small issue in new versioning feature If appversion property is not specified in applicationproperties then for application App WARfile with name Appnullwar is generated",1
"Request for Grails Integration with GWT Request for GWT integration with Grails",0
"Allow rendering of views from URL mapping Should be able to do:foobarview:someview",0
"Grails project itself Unit tests very slow and using large amounts of RAM The tests are now taking up to 800MB RAM and still running out of memory",1
"orgspringframeworkcontextLifeCycle does not work The services which get injected do not work with orgspringframeworkcontextLifeCycle The life cycle methods are not called",1
"Improve unit test coverage on HibernateCriteriaBuilder HibernateCriteriaBuilder needs better unit testing coverage",0
"Add additional messageproperties for other languages  Add out of the box additional language files containing default messages ",0
"Improve internationalization support Improve internationalization support; separate tasks will be defined",0
"TagLibUtiloutToString doesnt accept a body parameter you can only outToString tags that dont have a body Patch made against 042 fixes that",1
"enabling runapp to take an IP parameter for Jetty adds a serverHost variable in Initgroovy and sets it in RunAppgroovy",0
"GroovyPagesServlet can get caugt in an infinite loop GroovyPagesServlet line 164It does no checking to see if its just come from the same forward and thus can get caught in an infinite loop",1
"generateall uses production environment when running generateall in my developmentsystem grails uses production environment",1
"Prototype: remoteFunction tag doesnt take asynchronous property into account When using prototype setting the asynchronous property to false on the remoteFunction tag doesnt affect the value of the property with the same name in the generated Javascript code",1
"Add support to add methods to interfaces using ExpandoMetaClass Currently you cant add methods to interfaces using ExpandoMetaClass",0
"Recipe example not up upgraded to 041 The example project recipe in the grailshomesamples directory is not in step with the current version 041",1
"ManagedConnectionPoolStatistics not correctly enabled at init ManagedConnectionPoolStatistics needs to be initialized with PoolStatistics enabled status",1
"Standard Grails taglibs cannot be called from user taglib in plugin project See attached project",1
"Static dynamic methods on domain classes not invoked when called on an instance of the domain class This code in AbstractDynamicMethods will migrate to using EMC for 05 so this problem will go away",1
"Change scaffolding template output to XHTML Changes scaffolding templates output to XHTML",0
"Implement optimistic locking via version property Scaffolding could implement optimistlc locking by generating a hidden field for the version property of a domain class",0
"Error pages returned with status 200 but shold be an error status This is a problem if you have a company run a security audit on your site If you return 200 for invalid data passed in they assume you accepted it Result is a lot of false positives",1
"Unit tests generated for taglibs have incorrect class name in file Theyre generated with XXXXTests not XXXXTaglibTests",1
"Multibyte character problem by the ordering of filtermapping multibyte character problem by the ordering of filtermappinggrailsWebRequest should put after the charEncodingFilter",1
"Naming checks for AdminObject are too strict Plain AdminObjects that doesnt implement the standard naming contracts wont be bound in JNDI",1
"Plugin version numbers should be strings not doubles Doubles are too limiting as it wont allow inclusion of things like RC for release candidate in the version of plugins",0
"Bean validation needs to be added to the RAR info tool scripts The validationapijar and hibernatevalidatorjar files needs to be added to the RAR info tool scripts sh  bat",1
"Base64 dynamic encoding and decoding This is the Base64 dynamic encoding and decodingMake use of Apache Common Codec",0
"Scaffolded views use single quote which means any single quote data in edit mode will break the page Even escapeHTML wont help us here",1
"Cannot get ApplicationTagLibTestsgroovy to work due to EMC problems Cant get the taglib to pick up the dynamic methods added by CodecsGrailsPlugin",1
"On Oracle OC4J plugins cannot be dynamically loaded On Oracles app server Springs PathMatchingResourcePatternResolver doesnt work with the Oracle class loader so plugins cannot be loaded dynamically",1
"Add a target to regenerate the Eclipse project files Add a target to regenerate the Eclipse project files",0
